No,Tanggal,Nama,Awal,Tambahan,Penjualan,Diambil,Sisa,Total
8512,15/08/2022,Pisang Coklat,3,10,3,0,10,3
8513,15/08/2022,Kacang Merah,0,3,0,0,3,0
8514,15/08/2022,Vanilla,2,3,2,0,3,2
8515,15/08/2022,Banana,1,3,1,0,3,1
8516,15/08/2022,Mocca,0,0,0,0,0,0
8517,15/08/2022,Susu,2,0,1,1,0,2
8518,15/08/2022,Srikaya,0,0,0,0,0,0
8519,15/08/2022,Roman Tape,2,6,3,0,5,3
8520,15/08/2022,Donat,0,0,0,0,0,0
8521,15/08/2022,Krumpul,4,11,5,0,10,5
8522,15/08/2022,Tiramisu,3,4,3,0,4,3
8523,16/08/2022,Bronis Kukus,6,0,3,0,3,3
8524,16/08/2022,Bronis Oven,2,0,0,0,2,0
8525,16/08/2022,F 20,0,2,0,0,2,0
8526,16/08/2022,B 20,3,0,1,0,2,1
8527,16/08/2022,F Kacang,0,0,0,0,0,0
8528,16/08/2022,B Kacang,0,0,0,0,0,0
8529,16/08/2022,Marmer Kotak,1,0,0,0,1,0
8530,16/08/2022,Marmer Bulat,2,0,1,0,1,1
8531,16/08/2022,Pandan Kotak,1,0,0,0,1,0
8532,16/08/2022,Pandan Bulat,1,0,0,0,1,0
8533,16/08/2022,Chiffon Keju,0,0,0,0,0,0
8534,16/08/2022,Chiffon Biasa,0,0,0,0,0,0
8535,16/08/2022,Bakpia,0,0,0,0,0,0
8536,16/08/2022,Tawar,2,4,3,0,3,3
8537,16/08/2022,Taker,4,0,0,0,4,0
8538,16/08/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
8539,16/08/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
8540,16/08/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
8541,16/08/2022,Roll Nanas K,2,0,1,0,1,1
8542,16/08/2022,Roll Coklat B,0,0,0,0,0,0
8543,16/08/2022,Roll Coklat K,0,2,0,0,2,0
8544,16/08/2022,Cake Tape,5,0,4,0,1,4
8545,16/08/2022,Cake Spekuk,2,0,0,0,2,0
8546,16/08/2022,Cake Keju,3,1,2,0,2,2
8547,16/08/2022,Cake Keju Meses,2,1,0,0,3,0
8548,16/08/2022,Cake Meses,0,0,0,0,0,0
8549,16/08/2022,Aloha,4,0,3,0,1,3
8550,16/08/2022,Abon,0,3,0,0,3,0
8551,16/08/2022,Ayam,3,0,3,0,0,3
8552,16/08/2022,Almond,0,0,0,0,0,0
8553,16/08/2022,Cocopandan,3,0,3,0,0,3
8554,16/08/2022,Cheesy,0,0,0,0,0,0
8555,16/08/2022,Chocy Lover,0,3,0,0,3,0
8556,16/08/2022,Cream Keju,0,3,0,0,3,0
8557,16/08/2022,Durian,3,0,3,0,0,3
8558,16/08/2022,Long Stik,3,0,1,0,2,1
8559,16/08/2022,Rapisa,3,0,2,0,1,2
8560,16/08/2022,Space Jam,3,0,2,0,1,2
8561,16/08/2022,Pisang Coklat,10,0,4,0,6,4
8562,16/08/2022,Kacang Merah,3,0,1,0,2,1
8563,16/08/2022,Vanilla,3,0,1,0,2,1
8564,16/08/2022,Banana,3,0,1,0,2,1
8565,16/08/2022,Mocca,0,0,0,0,0,0
8566,16/08/2022,Susu,0,0,0,0,0,0
8567,16/08/2022,Srikaya,0,0,0,0,0,0
8568,16/08/2022,Roman Tape,5,0,5,0,0,5
8569,16/08/2022,Donat,0,11,3,0,8,3
8570,16/08/2022,Krumpul,10,0,4,0,6,4
8571,16/08/2022,Tiramisu,4,0,2,0,2,2
8572,17/08/2022,Bronis Kukus,3,4,0,0,7,0
8573,17/08/2022,Bronis Oven,2,0,0,0,2,0
8574,17/08/2022,F 20,2,0,0,0,2,0
8575,17/08/2022,B 20,2,1,0,0,3,0
8576,17/08/2022,F Kacang,0,0,0,0,0,0
8577,17/08/2022,B Kacang,0,0,0,0,0,0
8578,17/08/2022,Marmer Kotak,1,1,0,0,2,0
8579,17/08/2022,Marmer Bulat,1,1,0,0,2,0
8580,17/08/2022,Pandan Kotak,1,1,1,0,1,1
8581,17/08/2022,Pandan Bulat,1,1,0,0,2,0
8582,17/08/2022,Chiffon Keju,0,0,0,0,0,0
8583,17/08/2022,Chiffon Biasa,0,0,0,0,0,0
8584,17/08/2022,Bakpia,0,0,0,0,0,0
8585,17/08/2022,Tawar,3,4,0,0,7,0
8586,17/08/2022,Taker,4,0,1,0,3,1
8587,17/08/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
8588,17/08/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
8589,17/08/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
8590,17/08/2022,Roll Nanas K,1,0,0,1,0,1
8591,17/08/2022,Roll Coklat B,0,0,0,0,0,0
8592,17/08/2022,Roll Coklat K,2,0,0,0,2,0
8593,17/08/2022,Cake Tape,1,3,2,0,2,2
8594,17/08/2022,Cake Spekuk,2,0,1,0,1,1
8595,17/08/2022,Cake Keju,2,1,0,1,2,1
8596,17/08/2022,Cake Keju Meses,3,1,0,1,3,1
8597,17/08/2022,Cake Meses,0,0,0,0,0,0
8598,17/08/2022,Aloha,1,2,1,0,2,1
8599,17/08/2022,Abon,3,2,0,0,5,0
8600,17/08/2022,Ayam,0,2,0,0,2,0
8601,17/08/2022,Almond,0,0,0,0,0,0
8602,17/08/2022,Cocopandan,0,2,0,0,2,0
8603,17/08/2022,Cheesy,0,0,0,0,0,0
8604,17/08/2022,Chocy Lover,3,2,2,0,3,2
8605,17/08/2022,Cream Keju,3,2,0,0,5,0
8606,17/08/2022,Durian,0,3,0,0,3,0
8607,17/08/2022,Long Stik,2,2,0,0,4,0
8608,17/08/2022,Rapisa,1,2,1,0,2,1
8609,17/08/2022,Space Jam,1,2,1,0,2,1
8610,17/08/2022,Pisang Coklat,6,3,2,0,7,2
8611,17/08/2022,Kacang Merah,2,2,1,0,3,1
8612,17/08/2022,Vanilla,2,0,0,0,2,0
8613,17/08/2022,Banana,2,2,0,0,4,0
8614,17/08/2022,Mocca,0,0,0,0,0,0
8615,17/08/2022,Susu,0,0,0,0,0,0
8616,17/08/2022,Srikaya,0,0,0,0,0,0
8617,17/08/2022,Roman Tape,0,6,0,0,6,0
8618,17/08/2022,Donat,8,0,3,0,5,3
8619,17/08/2022,Krumpul,6,4,0,0,10,0
8620,17/08/2022,Tiramisu,2,4,1,0,5,1
8621,18/08/2022,Bronis Kukus,7,4,8,1,2,9
8622,18/08/2022,Bronis Oven,2,0,0,0,2,0
8623,18/08/2022,F 20,2,0,1,0,1,1
8624,18/08/2022,B 20,3,0,2,0,1,2
8625,18/08/2022,F Kacang,0,0,0,0,0,0
8626,18/08/2022,B Kacang,0,0,0,0,0,0
8627,18/08/2022,Marmer Kotak,2,1,1,1,1,2
8628,18/08/2022,Marmer Bulat,2,1,3,0,0,3
8629,18/08/2022,Pandan Kotak,1,1,1,0,1,1
8630,18/08/2022,Pandan Bulat,2,1,2,0,1,2
8631,18/08/2022,Chiffon Keju,0,0,0,0,0,0
8632,18/08/2022,Chiffon Biasa,0,0,0,0,0,0
8633,18/08/2022,Bakpia,0,0,0,0,0,0
8634,18/08/2022,Tawar,7,4,4,0,7,4
8635,18/08/2022,Taker,3,0,0,0,3,0
8636,18/08/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
8637,18/08/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
8638,18/08/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
8639,18/08/2022,Roll Nanas K,0,2,0,0,2,0
8640,18/08/2022,Roll Coklat B,0,0,0,0,0,0
8641,18/08/2022,Roll Coklat K,2,2,2,0,2,2
8642,18/08/2022,Cake Tape,2,0,2,0,0,2
8643,18/08/2022,Cake Spekuk,1,2,1,0,2,1
8644,18/08/2022,Cake Keju,2,0,0,0,2,0
8645,18/08/2022,Cake Keju Meses,3,0,1,0,2,1
8646,18/08/2022,Cake Meses,0,0,0,0,0,0
8647,18/08/2022,Aloha,2,2,0,0,4,0
8648,18/08/2022,Abon,5,2,1,0,6,1
8649,18/08/2022,Ayam,2,2,0,0,4,0
8650,18/08/2022,Almond,0,4,0,0,4,0
8651,18/08/2022,Cocopandan,2,2,1,0,3,1
8652,18/08/2022,Cheesy,0,0,0,0,0,0
8653,18/08/2022,Chocy Lover,3,2,0,0,5,0
8654,18/08/2022,Cream Keju,5,2,0,0,7,0
8655,18/08/2022,Durian,3,2,0,0,5,0
8656,18/08/2022,Long Stik,4,2,2,0,4,2
8657,18/08/2022,Rapisa,2,2,2,0,2,2
8658,18/08/2022,Space Jam,2,2,0,0,4,0
8659,18/08/2022,Pisang Coklat,7,3,5,0,5,5
8660,18/08/2022,Kacang Merah,3,2,1,0,4,1
8661,18/08/2022,Vanilla,2,0,2,0,0,2
8662,18/08/2022,Banana,4,0,2,0,2,2
8663,18/08/2022,Mocca,0,0,0,0,0,0
8664,18/08/2022,Susu,0,0,0,0,0,0
8665,18/08/2022,Srikaya,0,0,0,0,0,0
8666,18/08/2022,Roman Tape,6,0,0,0,6,0
8667,18/08/2022,Donat,5,0,0,1,4,1
8668,18/08/2022,Krumpul,10,0,7,0,3,7
8669,18/08/2022,Tiramisu,5,0,1,0,4,1
8670,19/08/2022,Bronis Kukus,2,2,0,0,4,0
8671,19/08/2022,Bronis Oven,2,0,0,0,2,0
8672,19/08/2022,F 20,1,1,1,0,1,1
8673,19/08/2022,B 20,1,1,1,0,1,1
8674,19/08/2022,F Kacang,0,0,0,0,0,0
8675,19/08/2022,B Kacang,0,0,0,0,0,0
8676,19/08/2022,Marmer Kotak,1,1,0,0,2,0
8677,19/08/2022,Marmer Bulat,0,1,0,0,1,0
8678,19/08/2022,Pandan Kotak,1,1,0,0,2,0
8679,19/08/2022,Pandan Bulat,1,1,1,0,1,1
8680,19/08/2022,Chiffon Keju,0,0,0,0,0,0
8681,19/08/2022,Chiffon Biasa,0,0,0,0,0,0
8682,19/08/2022,Bakpia,0,0,0,0,0,0
8683,19/08/2022,Tawar,7,0,1,3,3,4
8684,19/08/2022,Taker,3,12,0,0,15,0
8685,19/08/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
8686,19/08/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
8687,19/08/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
8688,19/08/2022,Roll Nanas K,2,0,0,0,2,0
8689,19/08/2022,Roll Coklat B,0,0,0,0,0,0
8690,19/08/2022,Roll Coklat K,2,0,0,0,2,0
8691,19/08/2022,Cake Tape,0,0,0,0,0,0
8692,19/08/2022,Cake Spekuk,2,0,0,0,2,0
8693,19/08/2022,Cake Keju,2,1,0,1,2,1
8694,19/08/2022,Cake Keju Meses,2,3,2,0,3,2
8695,19/08/2022,Cake Meses,0,3,0,0,3,0
8696,19/08/2022,Aloha,4,0,0,0,4,0
8697,19/08/2022,Abon,6,0,3,0,3,3
8698,19/08/2022,Ayam,4,0,0,0,4,0
8699,19/08/2022,Almond,4,0,1,0,3,1
8700,19/08/2022,Cocopandan,3,0,2,0,1,2
8701,19/08/2022,Cheesy,0,0,0,0,0,0
8702,19/08/2022,Chocy Lover,5,0,1,0,4,1
8703,19/08/2022,Cream Keju,7,0,4,0,3,4
8704,19/08/2022,Durian,5,0,1,0,4,1
8705,19/08/2022,Long Stik,4,0,1,0,3,1
8706,19/08/2022,Rapisa,2,0,0,0,2,0
8707,19/08/2022,Space Jam,4,0,0,0,4,0
8708,19/08/2022,Pisang Coklat,5,0,0,0,5,0
8709,19/08/2022,Kacang Merah,4,0,0,0,4,0
8710,19/08/2022,Vanilla,0,0,0,0,0,0
8711,19/08/2022,Banana,2,0,0,0,2,0
8712,19/08/2022,Mocca,0,0,0,0,0,0
8713,19/08/2022,Susu,0,0,0,0,0,0
8714,19/08/2022,Srikaya,0,0,0,0,0,0
8715,19/08/2022,Roman Tape,6,0,0,0,6,0
8716,19/08/2022,Donat,4,0,0,4,0,4
8717,19/08/2022,Krumpul,3,0,1,0,2,1
8718,19/08/2022,Tiramisu,4,0,0,0,4,0
8719,20/08/2022,Bronis Kukus,4,4,2,0,6,2
8720,20/08/2022,Bronis Oven,2,0,0,0,2,0
8721,20/08/2022,F 20,1,2,0,0,3,0
8722,20/08/2022,B 20,1,1,1,0,1,1
8723,20/08/2022,F Kacang,0,0,0,0,0,0
8724,20/08/2022,B Kacang,0,0,0,0,0,0
8725,20/08/2022,Marmer Kotak,2,1,0,0,3,0
8726,20/08/2022,Marmer Bulat,1,1,0,0,2,0
8727,20/08/2022,Pandan Kotak,2,1,0,0,3,0
8728,20/08/2022,Pandan Bulat,1,1,1,0,1,1
8729,20/08/2022,Chiffon Keju,0,0,0,0,0,0
8730,20/08/2022,Chiffon Biasa,0,0,0,0,0,0
8731,20/08/2022,Bakpia,0,0,0,0,0,0
8732,20/08/2022,Tawar,3,4,0,3,4,3
8733,20/08/2022,Taker,15,0,1,0,14,1
8734,20/08/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
8735,20/08/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
8736,20/08/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
8737,20/08/2022,Roll Nanas K,2,2,2,0,2,2
8738,20/08/2022,Roll Coklat B,0,0,0,0,0,0
8739,20/08/2022,Roll Coklat K,2,2,2,0,2,2
8740,20/08/2022,Cake Tape,0,3,0,0,3,0
8741,20/08/2022,Cake Spekuk,2,0,0,0,2,0
8742,20/08/2022,Cake Keju,2,1,1,0,2,1
8743,20/08/2022,Cake Keju Meses,3,3,0,0,6,0
8744,20/08/2022,Cake Meses,3,0,0,0,3,0
8745,20/08/2022,Aloha,4,3,4,0,3,4
8746,20/08/2022,Abon,3,4,1,0,6,1
8747,20/08/2022,Ayam,4,2,2,0,4,2
8748,20/08/2022,Almond,3,0,0,0,3,0
8749,20/08/2022,Cocopandan,1,2,0,0,3,0
8750,20/08/2022,Cheesy,0,0,0,0,0,0
8751,20/08/2022,Chocy Lover,4,3,3,0,4,3
8752,20/08/2022,Cream Keju,3,2,1,0,4,1
8753,20/08/2022,Durian,4,2,2,0,4,2
8754,20/08/2022,Long Stik,3,2,1,0,4,1
8755,20/08/2022,Rapisa,2,3,0,0,5,0
8756,20/08/2022,Space Jam,4,2,2,0,4,2
8757,20/08/2022,Pisang Coklat,5,6,5,0,6,5
8758,20/08/2022,Kacang Merah,4,2,2,0,4,2
8759,20/08/2022,Vanilla,0,2,0,0,2,0
8760,20/08/2022,Banana,2,2,2,0,2,2
8761,20/08/2022,Mocca,0,0,0,0,0,0
8762,20/08/2022,Susu,0,12,0,0,12,0
8763,20/08/2022,Srikaya,0,0,0,0,0,0
8764,20/08/2022,Roman Tape,6,6,6,0,6,6
8765,20/08/2022,Donat,0,0,0,0,0,0
8766,20/08/2022,Krumpul,2,8,2,0,8,2
8767,20/08/2022,Tiramisu,4,5,4,1,4,5
8768,21/08/2022,Bronis Kukus,6,0,4,0,2,4
8769,21/08/2022,Bronis Oven,2,0,1,0,1,1
8770,21/08/2022,F 20,3,0,0,0,3,0
8771,21/08/2022,B 20,1,0,0,0,1,0
8772,21/08/2022,F Kacang,0,0,0,0,0,0
8773,21/08/2022,B Kacang,0,0,0,0,0,0
8774,21/08/2022,Marmer Kotak,3,0,1,0,2,1
8775,21/08/2022,Marmer Bulat,2,0,0,0,2,0
8776,21/08/2022,Pandan Kotak,3,0,1,0,2,1
8777,21/08/2022,Pandan Bulat,1,0,0,0,1,0
8778,21/08/2022,Chiffon Keju,0,0,0,0,0,0
8779,21/08/2022,Chiffon Biasa,0,0,0,0,0,0
8780,21/08/2022,Bakpia,0,0,0,0,0,0
8781,21/08/2022,Tawar,4,0,3,0,1,3
8782,21/08/2022,Taker,14,0,0,0,14,0
8783,21/08/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
8784,21/08/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
8785,21/08/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
8786,21/08/2022,Roll Nanas K,2,0,0,0,2,0
8787,21/08/2022,Roll Coklat B,0,0,0,0,0,0
8788,21/08/2022,Roll Coklat K,2,0,0,0,2,0
8789,21/08/2022,Cake Tape,3,0,0,0,3,0
8790,21/08/2022,Cake Spekuk,2,0,1,0,1,1
8791,21/08/2022,Cake Keju,2,0,0,0,2,0
8792,21/08/2022,Cake Keju Meses,6,0,3,0,3,3
8793,21/08/2022,Cake Meses,3,0,0,0,3,0
8794,21/08/2022,Aloha,3,0,1,0,2,1
8795,21/08/2022,Abon,6,0,4,0,2,4
8796,21/08/2022,Ayam,4,0,3,0,1,3
8797,21/08/2022,Almond,3,0,0,0,3,0
8798,21/08/2022,Cocopandan,3,0,3,0,0,3
8799,21/08/2022,Cheesy,0,0,0,0,0,0
8800,21/08/2022,Chocy Lover,4,0,1,0,3,1
8801,21/08/2022,Cream Keju,4,0,2,0,2,2
8802,21/08/2022,Durian,4,0,3,0,1,3
8803,21/08/2022,Long Stik,4,0,2,0,2,2
8804,21/08/2022,Rapisa,5,0,4,0,1,4
8805,21/08/2022,Space Jam,4,0,4,0,0,4
8806,21/08/2022,Pisang Coklat,6,0,3,0,3,3
8807,21/08/2022,Kacang Merah,4,0,4,0,0,4
8808,21/08/2022,Vanilla,2,0,2,0,0,2
8809,21/08/2022,Banana,2,0,0,0,2,0
8810,21/08/2022,Mocca,0,0,0,0,0,0
8811,21/08/2022,Susu,12,5,2,0,15,2
8812,21/08/2022,Srikaya,0,0,0,0,0,0
8813,21/08/2022,Roman Tape,6,0,0,0,6,0
8814,21/08/2022,Donat,0,0,0,0,0,0
8815,21/08/2022,Krumpul,8,0,0,0,8,0
8816,21/08/2022,Tiramisu,4,0,2,0,2,2
8817,22/08/2022,Bronis Kukus,2,4,1,0,5,1
8818,22/08/2022,Bronis Oven,1,0,1,0,0,1
8819,22/08/2022,F 20,3,1,1,0,3,1
8820,22/08/2022,B 20,1,1,0,0,2,0
8821,22/08/2022,F Kacang,0,0,0,0,0,0
8822,22/08/2022,B Kacang,0,0,0,0,0,0
8823,22/08/2022,Marmer Kotak,2,1,1,0,2,1
8824,22/08/2022,Marmer Bulat,2,1,1,0,2,1
8825,22/08/2022,Pandan Kotak,2,1,0,1,2,1
8826,22/08/2022,Pandan Bulat,1,1,0,0,2,0
8827,22/08/2022,Chiffon Keju,0,0,0,0,0,0
8828,22/08/2022,Chiffon Biasa,0,0,0,0,0,0
8829,22/08/2022,Bakpia,0,0,0,0,0,0
8830,22/08/2022,Tawar,1,4,3,0,2,3
8831,22/08/2022,Taker,14,0,1,0,13,1
8832,22/08/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
8833,22/08/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
8834,22/08/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
8835,22/08/2022,Roll Nanas K,2,2,2,0,2,2
8836,22/08/2022,Roll Coklat B,0,0,0,0,0,0
8837,22/08/2022,Roll Coklat K,2,2,2,0,2,2
8838,22/08/2022,Cake Tape,3,3,0,0,6,0
8839,22/08/2022,Cake Spekuk,1,0,0,1,0,1
8840,22/08/2022,Cake Keju,2,2,1,0,3,1
8841,22/08/2022,Cake Keju Meses,3,2,0,0,5,0
8842,22/08/2022,Cake Meses,3,0,3,0,0,3
8843,22/08/2022,Aloha,2,2,2,0,2,2
8844,22/08/2022,Abon,2,2,1,0,3,1
8845,22/08/2022,Ayam,1,6,1,0,6,1
8846,22/08/2022,Almond,3,0,0,0,3,0
8847,22/08/2022,Cocopandan,0,2,0,0,2,0
8848,22/08/2022,Cheesy,0,0,0,0,0,0
8849,22/08/2022,Chocy Lover,3,0,1,0,2,1
8850,22/08/2022,Cream Keju,2,2,0,0,4,0
8851,22/08/2022,Durian,1,2,0,0,3,0
8852,22/08/2022,Long Stik,2,2,1,0,3,1
8853,22/08/2022,Rapisa,1,2,1,0,2,1
8854,22/08/2022,Space Jam,0,0,0,0,0,0
8855,22/08/2022,Pisang Coklat,3,5,1,0,7,1
8856,22/08/2022,Kacang Merah,0,2,0,0,2,0
8857,22/08/2022,Vanilla,0,0,0,0,0,0
8858,22/08/2022,Banana,2,0,0,0,2,0
8859,22/08/2022,Mocca,0,0,0,0,0,0
8860,22/08/2022,Susu,15,0,0,0,15,0
8861,22/08/2022,Srikaya,0,0,0,0,0,0
8862,22/08/2022,Roman Tape,6,6,0,0,12,0
8863,22/08/2022,Donat,0,0,0,0,0,0
8864,22/08/2022,Krumpul,8,5,1,0,12,1
8865,22/08/2022,Tiramisu,2,2,0,1,3,1
8866,23/08/2022,Bronis Kukus,5,0,3,0,2,3
8867,23/08/2022,Bronis Oven,0,3,0,0,3,0
8868,23/08/2022,F 20,3,0,3,0,0,3
8869,23/08/2022,B 20,2,0,1,0,1,1
8870,23/08/2022,F Kacang,0,0,0,0,0,0
8871,23/08/2022,B Kacang,0,0,0,0,0,0
8872,23/08/2022,Marmer Kotak,2,0,1,0,1,1
8873,23/08/2022,Marmer Bulat,2,0,2,0,0,2
8874,23/08/2022,Pandan Kotak,2,0,2,0,0,2
8875,23/08/2022,Pandan Bulat,2,0,2,0,0,2
8876,23/08/2022,Chiffon Keju,0,0,0,0,0,0
8877,23/08/2022,Chiffon Biasa,0,0,0,0,0,0
8878,23/08/2022,Bakpia,0,0,0,0,0,0
8879,23/08/2022,Tawar,2,4,2,0,4,2
8880,23/08/2022,Taker,13,0,0,0,13,0
8881,23/08/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
8882,23/08/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
8883,23/08/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
8884,23/08/2022,Roll Nanas K,2,0,0,0,2,0
8885,23/08/2022,Roll Coklat B,0,0,0,0,0,0
8886,23/08/2022,Roll Coklat K,2,0,0,0,2,0
8887,23/08/2022,Cake Tape,6,0,3,0,3,3
8888,23/08/2022,Cake Spekuk,0,0,0,0,0,0
8889,23/08/2022,Cake Keju,3,0,1,0,2,1
8890,23/08/2022,Cake Keju Meses,5,0,3,0,2,3
8891,23/08/2022,Cake Meses,0,0,0,0,0,0
8892,23/08/2022,Aloha,2,0,0,0,2,0
8893,23/08/2022,Abon,3,4,3,0,4,3
8894,23/08/2022,Ayam,6,3,6,0,3,6
8895,23/08/2022,Almond,3,0,0,3,0,3
8896,23/08/2022,Cocopandan,2,0,0,0,2,0
8897,23/08/2022,Cheesy,0,0,0,0,0,0
8898,23/08/2022,Chocy Lover,2,1,2,0,1,2
8899,23/08/2022,Cream Keju,4,0,1,1,2,2
8900,23/08/2022,Durian,3,0,0,1,2,1
8901,23/08/2022,Long Stik,3,0,2,0,1,2
8902,23/08/2022,Rapisa,2,0,1,0,1,1
8903,23/08/2022,Space Jam,0,2,0,0,2,0
8904,23/08/2022,Pisang Coklat,7,0,2,0,5,2
8905,23/08/2022,Kacang Merah,2,0,1,0,1,1
8906,23/08/2022,Vanilla,0,2,1,0,1,1
8907,23/08/2022,Banana,2,2,2,0,2,2
8908,23/08/2022,Mocca,0,0,0,0,0,0
8909,23/08/2022,Susu,15,0,15,0,0,15
8910,23/08/2022,Srikaya,0,0,0,0,0,0
8911,23/08/2022,Roman Tape,12,0,8,0,4,8
8912,23/08/2022,Donat,0,0,0,0,0,0
8913,23/08/2022,Krumpul,12,4,8,0,8,8
8914,23/08/2022,Tiramisu,3,3,2,0,4,2
8915,24/08/2022,Bronis Kukus,2,4,2,0,4,2
8916,24/08/2022,Bronis Oven,3,0,0,0,3,0
8917,24/08/2022,F 20,0,1,0,0,1,0
8918,24/08/2022,B 20,1,1,0,0,2,0
8919,24/08/2022,F Kacang,0,0,0,0,0,0
8920,24/08/2022,B Kacang,0,0,0,0,0,0
8921,24/08/2022,Marmer Kotak,1,1,0,0,2,0
8922,24/08/2022,Marmer Bulat,0,1,0,0,1,0
8923,24/08/2022,Pandan Kotak,0,1,0,0,1,0
8924,24/08/2022,Pandan Bulat,0,1,0,0,1,0
8925,24/08/2022,Chiffon Keju,0,0,0,0,0,0
8926,24/08/2022,Chiffon Biasa,0,0,0,0,0,0
8927,24/08/2022,Bakpia,0,0,0,0,0,0
8928,24/08/2022,Tawar,4,0,1,0,3,1
8929,24/08/2022,Taker,13,0,0,0,13,0
8930,24/08/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
8931,24/08/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
8932,24/08/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
8933,24/08/2022,Roll Nanas K,2,0,2,0,0,2
8934,24/08/2022,Roll Coklat B,0,0,0,0,0,0
8935,24/08/2022,Roll Coklat K,2,0,2,0,0,2
8936,24/08/2022,Cake Tape,3,0,0,0,3,0
8937,24/08/2022,Cake Spekuk,0,2,0,0,2,0
8938,24/08/2022,Cake Keju,2,2,0,0,4,0
8939,24/08/2022,Cake Keju Meses,2,2,0,0,4,0
8940,24/08/2022,Cake Meses,0,0,0,0,0,0
8941,24/08/2022,Aloha,2,2,2,0,2,2
8942,24/08/2022,Abon,4,2,3,0,3,3
8943,24/08/2022,Ayam,3,2,2,0,3,2
8944,24/08/2022,Almond,0,0,0,0,0,0
8945,24/08/2022,Cocopandan,2,2,0,0,4,0
8946,24/08/2022,Cheesy,0,0,0,0,0,0
8947,24/08/2022,Chocy Lover,1,2,1,0,2,1
8948,24/08/2022,Cream Keju,2,2,0,0,4,0
8949,24/08/2022,Durian,2,2,0,0,4,0
8950,24/08/2022,Long Stik,1,2,0,0,3,0
8951,24/08/2022,Rapisa,1,3,1,0,3,1
8952,24/08/2022,Space Jam,2,2,1,0,3,1
8953,24/08/2022,Pisang Coklat,5,7,3,0,9,3
8954,24/08/2022,Kacang Merah,1,2,0,0,3,0
8955,24/08/2022,Vanilla,1,0,0,0,1,0
8956,24/08/2022,Banana,2,2,0,0,4,0
8957,24/08/2022,Mocca,0,0,0,0,0,0
8958,24/08/2022,Susu,0,0,0,0,0,0
8959,24/08/2022,Srikaya,0,0,0,0,0,0
8960,24/08/2022,Roman Tape,4,0,1,0,3,1
8961,24/08/2022,Donat,0,0,0,0,0,0
8962,24/08/2022,Krumpul,8,0,2,0,6,2
8963,24/08/2022,Tiramisu,4,0,0,0,4,0
8964,25/08/2022,Bronis Kukus,4,0,1,0,3,1
8965,25/08/2022,Bronis Oven,3,0,1,0,2,1
8966,25/08/2022,F 20,1,1,1,0,1,1
8967,25/08/2022,B 20,2,1,2,0,1,2
8968,25/08/2022,F Kacang,0,0,0,0,0,0
8969,25/08/2022,B Kacang,0,0,0,0,0,0
8970,25/08/2022,Marmer Kotak,2,1,1,0,2,1
8971,25/08/2022,Marmer Bulat,1,1,1,0,1,1
8972,25/08/2022,Pandan Kotak,1,0,0,0,1,0
8973,25/08/2022,Pandan Bulat,1,0,1,0,0,1
8974,25/08/2022,Chiffon Keju,0,0,0,0,0,0
8975,25/08/2022,Chiffon Biasa,0,0,0,0,0,0
8976,25/08/2022,Bakpia,0,0,0,0,0,0
8977,25/08/2022,Tawar,3,4,4,1,2,5
8978,25/08/2022,Taker,13,0,1,0,12,1
8979,25/08/2022,Lapis Warna 20 cm Kotak,0,0,0,0,0,0
8980,25/08/2022,Lapis Warna 20 cm Bulat,0,0,0,0,0,0
8981,25/08/2022,Lapis Warna 18 cm Kotak,0,0,0,0,0,0
8982,25/08/2022,Roll Nanas K,0,2,0,0,2,0
8983,25/08/2022,Roll Coklat B,0,0,0,0,0,0
8984,25/08/2022,Roll Coklat K,0,2,0,0,2,0
8985,25/08/2022,Cake Tape,3,0,3,0,0,3
8986,25/08/2022,Cake Spekuk,2,0,0,0,2,0
